id,key,u,v
4522,256107937|277639037|399007928,256107937,277639037
4523,256107937|256107945|461549614,256107937,256107945
4524,277639037|256107941|399007928,277639037,256107941
4525,"277639037|277639033|[844844595, 844844596, 160683837, 844844597]",277639037,277639033
4526,"256107945|277639053|[23640336, 1008972328]",256107945,277639053
4527,256107945|4570221881|461549615,256107945,4570221881
4528,277639053|304571643|1008972328,277639053,304571643
4529,256107977|256108009|403445012,256107977,256108009
4530,256107977|277280733|403445012,256107977,277280733
4531,256108009|4570138524|403445012,256108009,4570138524
4532,"277280733|4570222096|[844844605, 1210269823]",277280733,4570222096
4533,4570138524|256108029|403445012,4570138524,256108029
4534,256108029|277449727|23640337,256108029,277449727
4535,256108029|294206962|23640337,256108029,294206962
4536,277449727|256108034|23640337,277449727,256108034
4537,256108034|294206962|23640337,256108034,294206962
4538,"256108034|4775778222|[1199277089, 23640338]",256108034,4775778222
4539,4775778222|11123722264|1199277088,4775778222,11123722264
4540,4775778222|11123722263|1199277088,4775778222,11123722263
4541,256108054|4058361491|403485309,256108054,4058361491
4542,"256108054|366374023|[403485315, 403485311]",256108054,366374023
4543,"4058361491|286066817|[403485313, 1353508366]",4058361491,286066817
4544,"366374023|283110729|[42488507, 1233165934]",366374023,283110729
4545,"256143473|9895515923|[653228636, 772933309]",256143473,9895515923
4546,"256143473|418768769|[653228642, 772933308]",256143473,418768769
4547,9895515923|9895515906|1079500138,9895515923,9895515906
4548,9895515923|9895515916|1079500138,9895515923,9895515916
4549,418768769|7216669674|653228642,418768769,7216669674
4550,"256493870|2374908204|[23847851, 107163186, 335055354, 40607100, 40607101, 40607102]",256493870,2374908204
4551,256493870|303350927|23847851,256493870,303350927
4552,2374908204|2374908189|228827410,2374908204,2374908189
4553,2374908204|2374908202|228827410,2374908204,2374908202
4554,"303350927|12695980274|[23847851, 1309318766, 133741679, 23968722, 1309318772]",303350927,12695980274
4555,"256493893|346635330|[184128186, 27488934, 39536670]",256493893,346635330
4556,256493893|2374908202|228827410,256493893,2374908202
4557,256493893|2374908189|228827410,256493893,2374908189
4558,346635330|260723609|27488934,346635330,260723609
4559,"2374908202|264564281|[34479041, 24041036, 39536669]",2374908202,264564281
4560,256495589|262453061|320543590,256495589,262453061
4561,256495589|2317127882|354919886,256495589,2317127882
4562,262453061|261707125|24285936,262453061,261707125
4563,"258313440|259776857|[1435014816, 962902836]",258313440,259776857
4564,"258313440|259777071|[624668170, 33787940, 1410565918]",258313440,259777071
4565,259776857|259425723|1435014816,259776857,259425723
4566,"259777071|264214847|[305997872, 624668170, 624668171]",259777071,264214847
4567,"258313452|258986582|[1107678753, 962902832, 962902833, 27866578, 27866579, 27866585]",258313452,258986582
4568,"258313452|258313455|[27866587, 1007304709, 136178182]",258313452,258313455
4569,"258986582|312989273|[962902834, 29201706]",258986582,312989273
4570,258313455|258332194|27866587,258313455,258332194
4571,258332194|269775456|27866587,258332194,269775456
4572,"258315200|440844329|[60098739, 33787813]",258315200,440844329
4573,258315200|269668638|60098739,258315200,269668638
4574,"440844329|260371589|[411410874, 33787813]",440844329,260371589
4575,"269668638|269668636|[429179155, 33787812]",269668638,269668636
4576,"258315377|258329488|[1312373018, 302328653, 35817365, 95643406]",258315377,258329488
4577,"258315377|270532764|[302328656, 34718152]",258315377,270532764
4578,258329488|258315909|95643406,258329488,258315909
4579,270532764|259185306|53395374,270532764,259185306
4580,258315909|336606155|95643406,258315909,336606155
4581,258316141|258316359|302328633,258316141,258316359
4582,258316141|258935735|302328648,258316141,258935735
4583,"258935735|289331278|[302328648, 34629128, 302328643]",258935735,289331278
4584,258325575|269775456|27866587,258325575,269775456
4585,258326089|258327412|23838738,258326089,258327412
4586,258326089|258327409|23838738,258326089,258327409
4587,258327412|258895415|53038098,258327412,258895415
4588,258327412|5437703488|23838738,258327412,5437703488
4589,258895415|259426155|53038098,258895415,259426155
4590,5437703488|258327409|23838738,5437703488,258327409
4591,"258329353|258380795|[305997875, 305997876, 136173334]",258329353,258380795
4592,"258329353|259598306|[136173337, 777008695, 678568185, 136173339, 136173340]",258329353,259598306
4593,259598306|8499079496|678568186,259598306,8499079496
4594,"258380818|283051021|[24217737, 101496466, 33747653, 101496474]",258380818,283051021
4595,"283051021|262211715|[1175013947, 101496474, 100708595]",283051021,262211715
4596,258396962|390310847|29083714,258396962,390310847
4597,258396962|376907956|29083714,258396962,376907956
4598,390310847|376908291|29083714,390310847,376908291
4599,376907956|266829413|29083714,376907956,266829413
4600,258396968|492865861|40865646,258396968,492865861
4601,492865861|265160633|40865649,492865861,265160633
4602,"258421580|262963345|[1436822099, 762609740]",258421580,262963345
4603,258421580|13207033249|81533555,258421580,13207033249
4604,262963345|7125708010|762609740,262963345,7125708010
4605,258521023|481340037|32915367,258521023,481340037
4606,"258521023|277956894|[766868940, 158933821, 158933822]",258521023,277956894
4607,481340037|344450355|32915367,481340037,344450355
4608,"277956894|377046150|[477863784, 28417046, 349787535]",277956894,377046150
4609,258604727|259185306|53395374,258604727,259185306
4610,258604727|259187500|53395374,258604727,259187500
4611,"259187500|259185350|[53395376, 302328657, 53395374]",259187500,259185350
4612,"258605577|262440933|[305997872, 1410565919]",258605577,262440933
4613,262440933|264214839|305997872,262440933,264214839
4614,258606903|289372221|34659429,258606903,289372221
4615,289372221|289328926|34659429,289372221,289328926
4616,258609084|305122562|27775879,258609084,305122562
4617,258609084|6251256302|27775879,258609084,6251256302
4618,"305122562|305097431|[27775879, 27775882, 1418247180, 53038101, 53038103]",305122562,305097431
4619,"6251256302|260118875|[23861463, 27775879]",6251256302,260118875
4620,264912372|259425963|59917820,264912372,259425963
4621,258895409|259837426|53038098,258895409,259837426
4622,"258895409|262450009|[53038098, 53038106, 60228260, 23885582]",258895409,262450009
4623,259837426|408157581|53038098,259837426,408157581
4624,262450009|307416652|60228260,262450009,307416652
4625,259426155|259837421|53038098,259426155,259837421
4626,258896021|259837245|23885583,258896021,259837245
4627,258896021|258896020|23885583,258896021,258896020
4628,259837245|258896027|60097347,259837245,258896027
4629,258896020|258327409|23885583,258896020,258327409
4630,258896043|270699067|39536724,258896043,270699067
4631,258896043|268289880|235880395,258896043,268289880
4632,"270699067|260371537|[27489056, 1083625628, 39536724]",270699067,260371537
4633,"268289880|268289892|[685628094, 1356056991]",268289880,268289892
4634,258897453|3339762970|327247470,258897453,3339762970
4635,"3339762970|8335525124|[896722552, 897335151]",3339762970,8335525124
4636,"3339762970|8335525117|[1472468103, 897335150, 19790791]",3339762970,8335525117
4637,289331278|289331277|34629128,289331278,289331277
4638,312989273|259425723|29201706,312989273,259425723
4639,"264868572|262507479|[28410917, 757739909, 1007617042, 301053653, 301053654, 28410942, 154953306, 301053662]",264868572,262507479
4640,"259084328|266500068|[33825577, 1287884542]",259084328,266500068
4641,266500068|266343141|40430928,266500068,266343141
4642,259185346|736632029|302328657,259185346,736632029
4643,259185346|259185350|302328657,259185346,259185350
4644,"736632029|259187496|[302328657, 59577537, 35817366]",736632029,259187496
4645,"259228798|267629372|[314576937, 24675117]",259228798,267629372
4646,"259228798|411828127|[715017250, 24675955]",259228798,411828127
4647,"259228798|2830730796|[266621892, 314576942, 314576943]",259228798,2830730796
4648,267629372|275865524|266298457,267629372,275865524
4649,267629372|275863562|24696012,267629372,275863562
4650,"411828127|273486614|[227394145, 314576931, 266535061]",411828127,273486614
4651,"2830730796|275564614|[314576945, 266621891, 314576941]",2830730796,275564614
4652,"259425963|262613208|[60227426, 60227435, 27775893]",259425963,262613208
4653,262613208|262449373|27775893,262613208,262449373
4654,259837421|408157581|53038098,259837421,408157581
4655,"259614032|1306473512|[264927352, 164177365, 128417535]",259614032,1306473512
4656,"1306473512|3727337945|[901866913, 164177363, 128417535]",1306473512,3727337945
4657,259667700|285913637|82223962,259667700,285913637
4658,"259667700|1502826484|[136993792, 82223962]",259667700,1502826484
4659,285913637|270319386|560958700,285913637,270319386
4660,"1502826484|13577917612|[75407817, 1065811802]",1502826484,13577917612
4661,"259668611|264630701|[28071604, 570275326]",259668611,264630701
4662,259668611|7112260691|1436822685,259668611,7112260691
4663,264630701|8212397008|883118770,264630701,8212397008
4664,264214847|262611484|305997872,264214847,262611484
4665,260031061|260031062|407007678,260031061,260031062
4666,260031062|454361485|234052669,260031062,454361485
4667,454361485|2423540340|234052669,454361485,2423540340
4668,260031064|2423540340|234050030,260031064,2423540340
4669,260145390|374106156|29088856,260145390,374106156
4670,260145390|266829413|29088856,260145390,266829413
4671,"374106156|265160633|[29088856, 40865649]",374106156,265160633
4672,390208442|291009803|1086489052,390208442,291009803
4673,3749252830|260263908|1123824969,3749252830,260263908
4674,3749252830|3749252827|371351289,3749252830,3749252827
4675,260263908|3749252827|1123824971,260263908,3749252827
4676,"260263908|277274669|[1123824972, 322462038]",260263908,277274669
4677,"3749252827|4871892005|[1123824970, 371351291, 819367244, 819367245]",3749252827,4871892005
4678,277274669|267695404|322462038,277274669,267695404
4679,260371537|260723609|27488934,260371537,260723609
4680,260556285|351112901|633666880,260556285,351112901
4681,"260556285|264336888|[685629344, 335055363]",260556285,264336888
4682,"351112901|261955963|[633666881, 34478409, 40358056, 40358055]",351112901,261955963
4683,"264336888|2374908189|[335055363, 34478408, 34478410, 34478411, 24041034]",264336888,2374908189
4684,56194071|264551294|24041035,56194071,264551294
4685,"261023504|3952020217|[38448651, 597085540, 597085539, 299657046]",261023504,3952020217
4686,"261023504|5541232558|[577876742, 487195529, 487195530, 581590413, 1031313780, 662365978]",261023504,5541232558
4687,"3952020217|261023509|[963978808, 597085538]",3952020217,261023509
4688,5541232558|5220350634|192091251,5541232558,5220350634
4689,5541232558|5541232564|578236787,5541232558,5541232564
4690,"261023509|391056431|[222563480, 597085537]",261023509,391056431
4691,391056431|446184500|222563480,391056431,446184500
4692,"261052003|290722447|[23050608, 29240570, 528044896, 35692998]",261052003,290722447
4693,261052003|13499120555|23050608,261052003,13499120555
4694,290722447|13203360533|35692998,290722447,13203360533
4695,261054050|262968003|253981552,261054050,262968003
4696,261054050|262967996|25098243,261054050,262967996
4697,261054298|266374971|75404744,261054298,266374971
4698,266374971|262521903|75404744,266374971,262521903
4699,941400658|13378180711|23430582,941400658,13378180711
4700,"261282012|304819539|[366131569, 80719638]",261282012,304819539
4701,261601870|369717635|146458926,261601870,369717635
4702,369717635|261601898|146458926,369717635,261601898
4703,261601898|534405515|146458926,261601898,534405515
4704,534405515|276791041|146458926,534405515,276791041
4705,"261601915|358096662|[1070585859, 418385131]",261601915,358096662
4706,"261601915|316872509|[160686751, 25396801, 418385131, 93872919]",261601915,316872509
4707,"358096662|276684075|[160941033, 470838612]",358096662,276684075
4708,316872509|313580962|160686751,316872509,313580962
4709,261707125|262526128|28704256,261707125,262526128
4710,262526128|268130475|28704256,262526128,268130475
4711,261846653|3968672281|393658199,261846653,3968672281
4712,261846653|8178818621|879163132,261846653,8178818621
4713,3968672281|13430756499|1464166153,3968672281,13430756499
4714,"8178818621|8178792416|[879163129, 879163132, 1181354777]",8178818621,8178792416
4715,261866175|283424544|155169027,261866175,283424544
4716,"261866175|445411163|[884955633, 155169026, 24180370]",261866175,445411163
4717,283424544|445411152|235631153,283424544,445411152
4718,"445411163|1353017321|[24180370, 1148754055]",445411163,1353017321
4719,261866220|313719236|61321676,261866220,313719236
4720,"313719236|412126676|[353893721, 61321674, 61321676]",313719236,412126676
4721,261872133|415000713|24661557,261872133,415000713
4722,"261872133|414998855|[1218066177, 1218066178, 27821069]",261872133,414998855
4723,"415000713|371126672|[235487208, 567108909]",415000713,371126672
4724,"414998855|13178544067|[27821067, 27821069, 38140437, 1433850006, 380876572]",414998855,13178544067
4725,261950993|2334181300|137825259,261950993,2334181300
4726,"261950993|482853065|[235650322, 137825259]",261950993,482853065
4727,2334181300|265712429|224615539,2334181300,265712429
